,Method,Base_Base,Base_Test1,Image1,Image2
0,0.0,1.0,0.9956939369157011,youtube_timecode_000000027174_rendered.png,youtube_timecode_000000027180_rendered.png
1,1.0,0.0,0.9493011419123695,youtube_timecode_000000027174_rendered.png,youtube_timecode_000000027180_rendered.png
2,2.0,31.684137149888556,29.64546345059898,youtube_timecode_000000027174_rendered.png,youtube_timecode_000000027180_rendered.png
3,3.0,0.0,0.0610055932045417,youtube_timecode_000000027174_rendered.png,youtube_timecode_000000027180_rendered.png
4,0.0,1.0,0.998654198936441,youtube_timecode_000000027180_rendered.png,youtube_timecode_000000027186_rendered.png
5,1.0,0.0,0.35503119143203105,youtube_timecode_000000027180_rendered.png,youtube_timecode_000000027186_rendered.png
6,2.0,31.2279744580419,30.33764041327413,youtube_timecode_000000027180_rendered.png,youtube_timecode_000000027186_rendered.png
7,3.0,0.0,0.03579711080309148,youtube_timecode_000000027180_rendered.png,youtube_timecode_000000027186_rendered.png
8,0.0,1.0,0.9990839953496933,youtube_timecode_000000027186_rendered.png,youtube_timecode_000000027192_rendered.png
9,1.0,0.0,0.29333934155074176,youtube_timecode_000000027186_rendered.png,youtube_timecode_000000027192_rendered.png
10,2.0,31.382994064481863,30.69876175317495,youtube_timecode_000000027186_rendered.png,youtube_timecode_000000027192_rendered.png
11,3.0,1.0536712127723509e-08,0.03227642681487983,youtube_timecode_000000027186_rendered.png,youtube_timecode_000000027192_rendered.png
12,0.0,1.0,0.9969891232958421,youtube_timecode_000000027192_rendered.png,youtube_timecode_000000027198_rendered.png
13,1.0,0.0,0.48875266627492253,youtube_timecode_000000027192_rendered.png,youtube_timecode_000000027198_rendered.png
14,2.0,31.761301741102216,30.61218464695048,youtube_timecode_000000027192_rendered.png,youtube_timecode_000000027198_rendered.png
15,3.0,0.0,0.04354667619244002,youtube_timecode_000000027192_rendered.png,youtube_timecode_000000027198_rendered.png
16,0.0,1.0,0.9980274040658074,youtube_timecode_000000027198_rendered.png,youtube_timecode_000000027204_rendered.png
17,1.0,0.0,0.4310738692206089,youtube_timecode_000000027198_rendered.png,youtube_timecode_000000027204_rendered.png
18,2.0,32.004443244382855,30.86822675973235,youtube_timecode_000000027198_rendered.png,youtube_timecode_000000027204_rendered.png
19,3.0,0.0,0.038456568616784176,youtube_timecode_000000027198_rendered.png,youtube_timecode_000000027204_rendered.png
20,0.0,1.0,0.9986288535388639,youtube_timecode_000000027204_rendered.png,youtube_timecode_000000027210_rendered.png
21,1.0,0.0,0.3069796566920894,youtube_timecode_000000027204_rendered.png,youtube_timecode_000000027210_rendered.png
22,2.0,31.855469861766323,30.765219264540065,youtube_timecode_000000027204_rendered.png,youtube_timecode_000000027210_rendered.png
23,3.0,0.0,0.03488476536783208,youtube_timecode_000000027204_rendered.png,youtube_timecode_000000027210_rendered.png
24,0.0,1.0,0.9988104756806219,youtube_timecode_000000027210_rendered.png,youtube_timecode_000000027216_rendered.png
25,1.0,0.0,0.21622448160639407,youtube_timecode_000000027210_rendered.png,youtube_timecode_000000027216_rendered.png
26,2.0,31.743796523925994,30.944015345816297,youtube_timecode_000000027210_rendered.png,youtube_timecode_000000027216_rendered.png
27,3.0,0.0,0.029087844548726927,youtube_timecode_000000027210_rendered.png,youtube_timecode_000000027216_rendered.png
28,0.0,1.0,0.9954290748408421,youtube_timecode_000000027216_rendered.png,youtube_timecode_000000027222_rendered.png
29,1.0,0.0,0.7051187849488522,youtube_timecode_000000027216_rendered.png,youtube_timecode_000000027222_rendered.png
30,2.0,31.82759983741562,30.4431958722962,youtube_timecode_000000027216_rendered.png,youtube_timecode_000000027222_rendered.png
31,3.0,1.0536712127723509e-08,0.05000931096223592,youtube_timecode_000000027216_rendered.png,youtube_timecode_000000027222_rendered.png
32,0.0,1.0,0.9972095278659012,youtube_timecode_000000027222_rendered.png,youtube_timecode_000000027228_rendered.png
